6.96,-0.22,19.426025,-99.13346,-0.89,-1.12,-1.34,-1.56,-1.79,-2.01,-2.23,-2.46,-2.68,0,19.508636,-99.316232
7.05,-0.24,19.426034,-99.133453,-0.96,-1.2,-1.44,-1.68,-1.92,-2.16,-2.4,-2.64,-2.88,0,19.508636,-99.316232
7.14,-0.26,19.426044,-99.133445,-1.03,-1.29,-1.54,-1.8,-2.06,-2.31,-2.57,-2.83,-3.09,0,19.508636,-99.316232
7.23,-0.27,19.426054,-99.133438,-1.1,-1.37,-1.64,-1.92,-2.19,-2.47,-2.74,-3.01,-3.29,0,19.508636,-99.316232
7.33,-0.29,19.426063,-99.13343,-1.16,-1.45,-1.74,-2.03,-2.33,-2.62,-2.91,-3.2,-3.49,0,19.508636,-99.316232
7.42,-0.31,19.426073,-99.133422,-1.23,-1.54,-1.84,-2.15,-2.46,-2.77,-3.07,-3.38,-3.69,0,19.508636,-99.316232
7.51,-0.32,19.426082,-99.133415,-1.3,-1.62,-1.94,-2.27,-2.59,-2.92,-3.24,-3.56,-3.89,0,19.508636,-99.316232
7.60,-0.34,19.426092,-99.133407,-1.36,-1.7,-2.04,-2.38,-2.72,-3.06,-3.4,-3.74,-4.08,0,19.508636,-99.316232
7.69,-0.36,19.426101,-99.133399,-1.43,-1.78,-2.14,-2.5,-2.85,-3.21,-3.57,-3.92,-4.28,0,19.508636,-99.316232
7.78,-0.37,19.426111,-99.133392,-1.49,-1.86,-2.24,-2.61,-2.98,-3.36,-3.73,-4.1,-4.48,0,19.508636,-99.316232
7.88,-0.39,19.42612,-99.133384,-1.56,-1.95,-2.33,-2.72,-3.11,-3.5,-3.89,-4.28,-4.67,0,19.508636,-99.316232
7.97,-0.41,19.42613,-99.133377,-1.62,-2.03,-2.43,-2.84,-3.24,-3.65,-4.05,-4.46,-4.86,0,19.508636,-99.316232
8.06,-0.42,19.426139,-99.133369,-1.68,-2.1,-2.53,-2.95,-3.37,-3.79,-4.21,-4.63,-5.05,0,19.508636,-99.316232
8.15,-0.44,19.426149,-99.133361,-1.75,-2.18,-2.62,-3.06,-3.49,-3.93,-4.37,-4.8,-5.24,0,19.508636,-99.316232
8.24,-0.45,19.426158,-99.133354,-1.81,-2.26,-2.71,-3.17,-3.62,-4.07,-4.52,-4.98,-5.43,0,19.508636,-99.316232
8.33,-0.47,19.426168,-99.133346,-1.87,-2.34,-2.81,-3.27,-3.74,-4.21,-4.68,-5.15,-5.61,0,19.508636,-99.316232
8.42,-0.48,19.426177,-99.133338,-1.93,-2.42,-2.9,-3.38,-3.87,-4.35,-4.83,-5.32,-5.8,0,19.508636,-99.316232
8.52,-0.5,19.426187,-99.133331,-1.99,-2.49,-2.99,-3.49,-3.99,-4.49,-4.98,-5.48,-5.98,0,19.508636,-99.316232
8.61,-0.51,19.426197,-99.133323,-2.05,-2.57,-3.08,-3.59,-4.11,-4.62,-5.13,-5.65,-6.16,0,19.508636,-99.316232
8.70,-0.53,19.426206,-99.133316,-2.11,-2.64,-3.17,-3.7,-4.23,-4.75,-5.28,-5.81,-6.34,0,19.508636,-99.316232
8.79,-0.54,19.426216,-99.133308,-2.17,-2.72,-3.26,-3.8,-4.34,-4.89,-5.43,-5.97,-6.52,0,19.508636,-99.316232
8.88,-0.56,19.426225,-99.1333,-2.23,-2.79,-3.35,-3.9,-4.46,-5.02,-5.58,-6.13,-6.69,0,19.508636,-99.316232
8.97,-0.57,19.426235,-99.133293,-2.29,-2.86,-3.43,-4,-4.58,-5.15,-5.72,-6.29,-6.86,0,19.508636,-99.316232
9.07,-0.59,19.426244,-99.133285,-2.34,-2.93,-3.52,-4.1,-4.69,-5.28,-5.86,-6.45,-7.03,0,19.508636,-99.316232
9.16,-0.6,19.426254,-99.133277,-2.4,-3,-3.6,-4.2,-4.8,-5.4,-6,-6.6,-7.2,0,19.508636,-99.316232
9.25,-0.61,19.426263,-99.13327,-2.46,-3.07,-3.68,-4.3,-4.91,-5.53,-6.14,-6.76,-7.37,0,19.508636,-99.316232
9.34,-0.63,19.426273,-99.133262,-2.51,-3.14,-3.77,-4.39,-5.02,-5.65,-6.28,-6.91,-7.53,0,19.508636,-99.316232
9.43,-0.64,19.426282,-99.133255,-2.57,-3.21,-3.85,-4.49,-5.13,-5.77,-6.41,-7.05,-7.7,0,19.508636,-99.316232
9.52,-0.65,19.426292,-99.133247,-2.62,-3.27,-3.93,-4.58,-5.24,-5.89,-6.55,-7.2,-7.85,0,19.508636,-99.316232
9.61,-0.67,19.426301,-99.133239,-2.67,-3.34,-4.01,-4.67,-5.34,-6.01,-6.68,-7.34,-8.01,0,19.508636,-99.316232
9.71,-0.68,19.426311,-99.133232,-2.72,-3.4,-4.08,-4.76,-5.44,-6.12,-6.81,-7.49,-8.17,0,19.508636,-99.316232
9.80,-0.69,19.426321,-99.133224,-2.77,-3.47,-4.16,-4.85,-5.55,-6.24,-6.93,-7.63,-8.32,0,19.508636,-99.316232
9.89,-0.71,19.42633,-99.133216,-2.82,-3.53,-4.23,-4.94,-5.65,-6.35,-7.06,-7.76,-8.47,0,19.508636,-99.316232
9.98,-0.72,19.42634,-99.133209,-2.87,-3.59,-4.31,-5.03,-5.74,-6.46,-7.18,-7.9,-8.62,0,19.508636,-99.316232
10.07,-0.73,19.426349,-99.133201,-2.92,-3.65,-4.38,-5.11,-5.84,-6.57,-7.3,-8.03,-8.76,1,19.508636,-99.316232
10.16,-0.74,19.426359,-99.133193,-2.97,-3.71,-4.45,-5.19,-5.93,-6.68,-7.42,-8.16,-8.9,1,19.508636,-99.316232
10.26,-0.75,19.426368,-99.133186,-3.01,-3.77,-4.52,-5.27,-6.03,-6.78,-7.53,-8.29,-9.04,1,19.508636,-99.316232
10.35,-0.76,19.426378,-99.133178,-3.06,-3.82,-4.59,-5.35,-6.12,-6.88,-7.65,-8.41,-9.18,1,19.508636,-99.316232
10.44,-0.78,19.426387,-99.133171,-3.1,-3.88,-4.66,-5.43,-6.21,-6.98,-7.76,-8.53,-9.31,1,19.508636,-99.316232
10.53,-0.79,19.426397,-99.133163,-3.15,-3.93,-4.72,-5.51,-6.29,-7.08,-7.87,-8.65,-9.44,1,19.508636,-99.316232
10.62,-0.8,19.426406,-99.133155,-3.19,-3.99,-4.78,-5.58,-6.38,-7.18,-7.97,-8.77,-9.57,1,19.508636,-99.316232
10.71,-0.81,19.426416,-99.133148,-3.23,-4.04,-4.85,-5.65,-6.46,-7.27,-8.08,-8.89,-9.69,1,19.508636,-99.316232
10.80,-0.82,19.426425,-99.13314,-3.27,-4.09,-4.91,-5.73,-6.54,-7.36,-8.18,-9,-9.82,1,19.508636,-99.316232
10.90,-0.83,19.426435,-99.133132,-3.31,-4.14,-4.97,-5.8,-6.62,-7.45,-8.28,-9.11,-9.93,1,19.508636,-99.316232
10.99,-0.84,19.426445,-99.133125,-3.35,-4.19,-5.03,-5.86,-6.7,-7.54,-8.38,-9.21,-10.05,1,19.508636,-99.316232
11.08,-0.85,19.426454,-99.133117,-3.39,-4.23,-5.08,-5.93,-6.78,-7.62,-8.47,-9.32,-10.16,1,19.508636,-99.316232
11.17,-0.86,19.426464,-99.13311,-3.42,-4.28,-5.14,-5.99,-6.85,-7.7,-8.56,-9.42,-10.27,1,19.508636,-99.316232
11.27,-0.86,19.426473,-99.133102,-3.46,-4.32,-5.19,-6.05,-6.92,-7.78,-8.65,-9.51,-10.38,1,19.508636,-99.316232
11.36,-0.87,19.426483,-99.133094,-3.49,-4.37,-5.24,-6.12,-6.99,-7.86,-8.74,-9.61,-10.48,1,19.508636,-99.316232
11.45,-0.88,19.426492,-99.133087,-3.53,-4.41,-5.29,-6.17,-7.06,-7.94,-8.82,-9.7,-10.58,1,19.508636,-99.316232
11.54,-0.89,19.426502,-99.133079,-3.56,-4.45,-5.34,-6.23,-7.12,-8.01,-8.9,-9.79,-10.68,1,19.508636,-99.316232
11.64,-0.9,19.426511,-99.133071,-3.59,-4.49,-5.39,-6.28,-7.18,-8.08,-8.98,-9.88,-10.77,1,19.508636,-99.316232
11.73,-0.91,19.426521,-99.133064,-3.62,-4.53,-5.43,-6.34,-7.24,-8.15,-9.05,-9.96,-10.86,1,19.508636,-99.316232
11.82,-0.91,19.42653,-99.133056,-3.65,-4.56,-5.48,-6.39,-7.3,-8.21,-9.13,-10.04,-10.95,1,19.508636,-99.316232
11.91,-0.92,19.42654,-99.133049,-3.68,-4.6,-5.52,-6.44,-7.36,-8.28,-9.2,-10.12,-11.04,1,19.508636,-99.316232
12.01,-0.93,19.426549,-99.133041,-3.71,-4.63,-5.56,-6.48,-7.41,-8.34,-9.26,-10.19,-11.12,1,19.508636,-99.316232
12.10,-0.93,19.426559,-99.133033,-3.73,-4.66,-5.6,-6.53,-7.46,-8.4,-9.33,-10.26,-11.19,1,19.508636,-99.316232
12.20,-0.94,19.426568,-99.133026,-3.76,-4.69,-5.63,-6.57,-7.51,-8.45,-9.39,-10.33,-11.27,1,19.508636,-99.316232
12.29,-0.94,19.426578,-99.133018,-3.78,-4.72,-5.67,-6.61,-7.56,-8.5,-9.45,-10.39,-11.34,1,19.508636,-99.316232
12.38,-0.95,19.426588,-99.13301,-3.8,-4.75,-5.7,-6.65,-7.6,-8.55,-9.5,-10.45,-11.4,1,19.508636,-99.316232
12.48,-0.96,19.426597,-99.133003,-3.82,-4.78,-5.73,-6.69,-7.65,-8.6,-9.56,-10.51,-11.47,1,19.508636,-99.316232
12.57,-0.96,19.426607,-99.132995,-3.84,-4.8,-5.76,-6.72,-7.69,-8.65,-9.61,-10.57,-11.53,1,19.508636,-99.316232
12.66,-0.97,19.426616,-99.132987,-3.86,-4.83,-5.79,-6.76,-7.72,-8.69,-9.65,-10.62,-11.58,1,19.508636,-99.316232
12.76,-0.97,19.426626,-99.13298,-3.88,-4.85,-5.82,-6.79,-7.76,-8.73,-9.7,-10.67,-11.64,1,19.508636,-99.316232
12.85,-0.97,19.426635,-99.132972,-3.9,-4.87,-5.84,-6.82,-7.79,-8.76,-9.74,-10.71,-11.69,1,19.508636,-99.316232
12.94,-0.98,19.426645,-99.132965,-3.91,-4.89,-5.87,-6.84,-7.82,-8.8,-9.78,-10.75,-11.73,1,19.508636,-99.316232
13.04,-0.98,19.426654,-99.132957,-3.92,-4.91,-5.89,-6.87,-7.85,-8.83,-9.81,-10.79,-11.77,1,19.508636,-99.316232
13.13,-0.98,19.426664,-99.132949,-3.94,-4.92,-5.91,-6.89,-7.88,-8.86,-9.84,-10.83,-11.81,1,19.508636,-99.316232
13.22,-0.99,19.426673,-99.132942,-3.95,-4.94,-5.92,-6.91,-7.9,-8.89,-9.87,-10.86,-11.85,1,19.508636,-99.316232
13.32,-0.99,19.426683,-99.132934,-3.96,-4.95,-5.94,-6.93,-7.92,-8.91,-9.9,-10.89,-11.88,1,19.508636,-99.316232
13.41,-0.99,19.426692,-99.132926,-3.97,-4.96,-5.95,-6.95,-7.94,-8.93,-9.92,-10.91,-11.91,1,19.508636,-99.316232
13.51,-0.99,19.426702,-99.132919,-3.98,-4.97,-5.97,-6.96,-7.95,-8.95,-9.94,-10.94,-11.93,1,19.508636,-99.316232
13.60,-1,19.426712,-99.132911,-3.98,-4.98,-5.98,-6.97,-7.97,-8.96,-9.96,-10.96,-11.95,1,19.508636,-99.316232
13.69,-1,19.426721,-99.132904,-3.99,-4.99,-5.98,-6.98,-7.98,-8.98,-9.97,-10.97,-11.97,1,19.508636,-99.316232
13.79,-1,19.426731,-99.132896,-3.99,-4.99,-5.99,-6.99,-7.99,-8.99,-9.99,-10.98,-11.98,1,19.508636,-99.316232
13.88,-1,19.42674,-99.132888,-4,-5,-6,-7,-7.99,-8.99,-9.99,-10.99,-11.99,1,19.508636,-99.316232
13.97,-1,19.42675,-99.132881,-4,-5,-6,-7,-8,-9,-10,-11,-12,1,19.508636,-99.316232
14.07,-1,19.426759,-99.132873,-4,-5,-6,-7,-8,-9,-10,-11,-12,1,19.508636,-99.316232
14.16,-1,19.426769,-99.132865,-4,-5,-6,-7,-8,-9,-10,-11,-12,1,19.508636,-99.316232
14.26,-1,19.426778,-99.132858,-4,-5,-6,-7,-8,-9,-9.99,-10.99,-11.99,1,19.508636,-99.316232
14.35,-1,19.426788,-99.13285,-4,-4.99,-5.99,-6.99,-7.99,-8.99,-9.99,-10.99,-11.99,1,19.508636,-99.316232
14.44,-1,19.426797,-99.132843,-3.99,-4.99,-5.99,-6.98,-7.98,-8.98,-9.98,-10.98,-11.97,1,19.508636,-99.316232
14.54,-1,19.426807,-99.132835,-3.99,-4.98,-5.98,-6.97,-7.97,-8.97,-9.96,-10.96,-11.96,1,19.508636,-99.316232
14.63,-0.99,19.426816,-99.132827,-3.98,-4.97,-5.97,-6.96,-7.96,-8.95,-9.95,-10.94,-11.94,1,19.508636,-99.316232
14.73,-0.99,19.426826,-99.13282,-3.97,-4.96,-5.96,-6.95,-7.94,-8.94,-9.93,-10.92,-11.91,1,19.508636,-99.316232
14.82,-0.99,19.426836,-99.132812,-3.96,-4.95,-5.94,-6.93,-7.92,-8.92,-9.91,-10.9,-11.89,1,19.508636,-99.316232
14.91,-0.99,19.426845,-99.132804,-3.95,-4.94,-5.93,-6.92,-7.9,-8.89,-9.88,-10.87,-11.86,1,19.508636,-99.316232
15.01,-0.99,19.426855,-99.132797,-3.94,-4.93,-5.91,-6.9,-7.88,-8.87,-9.85,-10.84,-11.82,1,19.508636,-99.316232
15.10,-0.98,19.426864,-99.132789,-3.93,-4.91,-5.89,-6.87,-7.86,-8.84,-9.82,-10.8,-11.79,1,19.508636,-99.316232
15.19,-0.98,19.426874,-99.132781,-3.91,-4.89,-5.87,-6.85,-7.83,-8.81,-9.79,-10.77,-11.74,1,19.508636,-99.316232
15.29,-0.97,19.426883,-99.132774,-3.9,-4.87,-5.85,-6.82,-7.8,-8.77,-9.75,-10.72,-11.7,1,19.508636,-99.316232
15.38,-0.97,19.426893,-99.132766,-3.88,-4.85,-5.83,-6.8,-7.77,-8.74,-9.71,-10.68,-11.65,1,19.508636,-99.316232
15.47,-0.97,19.426902,-99.132759,-3.87,-4.83,-5.8,-6.77,-7.73,-8.7,-9.67,-10.63,-11.6,1,19.508636,-99.316232
15.57,-0.96,19.426912,-99.132751,-3.85,-4.81,-5.77,-6.73,-7.7,-8.66,-9.62,-10.58,-11.54,1,19.508636,-99.316232
15.66,-0.96,19.426921,-99.132743,-3.83,-4.79,-5.74,-6.7,-7.66,-8.61,-9.57,-10.53,-11.48,1,19.508636,-99.316232
15.75,-0.95,19.426931,-99.132736,-3.81,-4.76,-5.71,-6.66,-7.61,-8.57,-9.52,-10.47,-11.42,1,19.508636,-99.316232
15.85,-0.95,19.42694,-99.132728,-3.79,-4.73,-5.68,-6.62,-7.57,-8.52,-9.46,-10.41,-11.36,1,19.508636,-99.316232
15.94,-0.94,19.42695,-99.13272,-3.76,-4.7,-5.64,-6.58,-7.52,-8.47,-9.41,-10.35,-11.29,1,19.508636,-99.316232
16.04,-0.93,19.426959,-99.132713,-3.74,-4.67,-5.61,-6.54,-7.48,-8.41,-9.34,-10.28,-11.21,1,19.508636,-99.316232
16.13,-0.93,19.426969,-99.132705,-3.71,-4.64,-5.57,-6.5,-7.43,-8.35,-9.28,-10.21,-11.14,1,19.508636,-99.316232
16.22,-0.92,19.426979,-99.132698,-3.69,-4.61,-5.53,-6.45,-7.37,-8.29,-9.22,-10.14,-11.06,1,19.508636,-99.316232
16.32,-0.91,19.426988,-99.13269,-3.66,-4.57,-5.49,-6.4,-7.32,-8.23,-9.15,-10.06,-10.98,1,19.508636,-99.316232
16.41,-0.91,19.426998,-99.132682,-3.63,-4.54,-5.44,-6.35,-7.26,-8.17,-9.07,-9.98,-10.89,1,19.508636,-99.316232
16.50,-0.9,19.427007,-99.132675,-3.6,-4.5,-5.4,-6.3,-7.2,-8.1,-9,-9.9,-10.8,1,19.508636,-99.316232
16.60,-0.89,19.427017,-99.132667,-3.57,-4.46,-5.35,-6.25,-7.14,-8.03,-8.92,-9.81,-10.71,1,19.508636,-99.316232
16.69,-0.88,19.427026,-99.132659,-3.54,-4.42,-5.31,-6.19,-7.07,-7.96,-8.84,-9.73,-10.61,1,19.508636,-99.316232
